"","Vertex1","Vertex2","Vertex1 popularity","Vertex1 followers","Vertex1 profile","Vertex1 images","Vertex1 genre","Vertex2 popularity","Vertex2 followers","Vertex2 profile","Vertex2 images","Vertex2 genre"
"3857","billy squier","aldo nova",57,680805,"https://open.spotify.com/artist/3Fz2GbraVXhcpXnoi2Oe1r","https://i.scdn.co/image/b41cea376e7970dc32802f0d0a84c22cfedf3e47","classic rock",37,158745,"https://open.spotify.com/artist/3jtTd1E9mBxYYU987s32Fm","https://i.scdn.co/image/f938b0cf5d11116d48beeabb6683d3beeff1f2f8","canadian metal"
"3858","foreigner","warrant",67,2592797,"https://open.spotify.com/artist/6IRouO5mvvfcyxtPDKMYFN","https://i.scdn.co/image/ab67616100005174b338d6964565206f741d5ad1","classic rock",54,1083406,"https://open.spotify.com/artist/7HLvzuM9p11k9lUQfSM4Rq","https://i.scdn.co/image/ab676161000051747395606364a788cf4e08c1dc","glam metal"
"3859","styx","autograph",61,1633076,"https://open.spotify.com/artist/4salDzkGmfycRqNUbyBphh","https://i.scdn.co/image/ab67616100005174fef3008e708e59efaa5667ed","art rock",42,192801,"https://open.spotify.com/artist/2koMWjvRRF0cOpJnjhdKx0","https://i.scdn.co/image/ab67616100005174a4a4c538409919d987bad573","glam metal"
"3860","jefferson starship","great white",50,847022,"https://open.spotify.com/artist/3HC7NcxQx2Yk0fWoRKJ0xF","https://i.scdn.co/image/ab676161000051740a7ad2d086997db5d77d8e47","art rock",50,809548,"https://open.spotify.com/artist/6ZPbX2Lxd40e2UVkXpyxvI","https://i.scdn.co/image/f1862845a2d9a810a32e13ab9a951efc1bcd9a05","classic rock"
"3861","don henley","winger",62,1340826,"https://open.spotify.com/artist/5dbuFbrHa1SJlQhQX9OUJ2","https://i.scdn.co/image/6318212047d0b26c06f21149e525257e8a161651","art rock",46,427099,"https://open.spotify.com/artist/2qQeKHrQJHLLbvDAOSO874","https://i.scdn.co/image/ab676161000051747a911ab44a1d0097bb4e548c","glam metal"
"3862","huey lewis & the news","tesla",62,1342993,"https://open.spotify.com/artist/7A9yZMTrFZcgEWAX2kBfK6","https://i.scdn.co/image/ab676161000051748dfb95eb4902b28206963614","classic rock",52,818649,"https://open.spotify.com/artist/0dgnITyIAN4NrmUVisvxHU","https://i.scdn.co/image/ab67616100005174e1b45ffd19de80ecb7d086b7","classic rock"
"3863","journey","cinderella",72,4633214,"https://open.spotify.com/artist/0rvjqX7ttXeg3mTy8Xscbt","https://i.scdn.co/image/ab67616100005174e848dfb35ea4969099662dfd","classic rock",56,1464689,"https://open.spotify.com/artist/7HL4id2U7FSDJtfKQHMgQx","https://i.scdn.co/image/ab67616100005174aa397a18bdfd4c1dd44557c9","glam metal"
"3864","pat benatar","david lee roth",61,1423094,"https://open.spotify.com/artist/43mhFhQ4JAknA7Ik1bOZuV","https://i.scdn.co/image/f881ba3e2dec37df305e172d9b5210b12fcd74cb","classic rock",48,569949,"https://open.spotify.com/artist/0KyCXNSa7ZMb5LydfKbLG3","https://i.scdn.co/image/ab676161000051747b3b79fbb96e4245b9bf52f8","classic rock"
"3865","night ranger","quiet riot",51,612865,"https://open.spotify.com/artist/1Ha0Fz4i0d4gu5fZbhBCtH","https://i.scdn.co/image/ab676161000051749e8c55f799964f5194cc5999","classic rock",57,1540329,"https://open.spotify.com/artist/1dLWg6m8RRhizsdqJbhyj3","https://i.scdn.co/image/a2743b1cf91f7d5fe7c28fc0442ffac062aa0179","classic rock"
"3866","chicago","lynch mob",67,3304730,"https://open.spotify.com/artist/3iDD7bnsjL9J4fO298r0L0","https://i.scdn.co/image/ab67616100005174552671b05c6308584f920795","album rock",33,120915,"https://open.spotify.com/artist/2K3xysAFpeFSH3DG0zIErf","https://i.scdn.co/image/51c399b45a9989eea5c2dc2bcdc19eee6f67237d","hard rock"
"3867","triumph","firehouse",45,406016,"https://open.spotify.com/artist/4YfnJEbTz8QLD5FusYFwV6","https://i.scdn.co/image/9e6f218ce63c5c23e7b7d887b6e07c37e9a39eee","canadian metal",55,765447,"https://open.spotify.com/artist/28pS8WVbFstY0o1SrqCf8I","https://i.scdn.co/image/ef1144acb54040ddfa4e6acda2592b6e7af67f6d","glam metal"
"3868","head east","molly hatchet",43,146705,"https://open.spotify.com/artist/55UamRmLvoS6q7iWPzUrCC","https://i.scdn.co/image/8639d57200febc3eac25d97421793acef7cd0388","blues rock",47,507124,"https://open.spotify.com/artist/4ZqBwBVB3dsYWL3d5Spi10","https://i.scdn.co/image/216985d12728561239501a758217e38eeda6caa5","blues rock"
"3869","the tubes","the outlaws",43,81823,"https://open.spotify.com/artist/7zfhej6FnVXN9LIXs6dcoK","https://i.scdn.co/image/ab67616100005174c645d75ea79ed9470c381855","art rock",44,317545,"https://open.spotify.com/artist/72JEwd3EjDEwTLypkFYJn9","https://i.scdn.co/image/ab676161000051742f8255912e01f657ef3ae7f0","blues rock"
"3870","quarterflash","bachman-turner overdrive",43,99129,"https://open.spotify.com/artist/3VJakY5Yw5phAOF4Bada5v","https://i.scdn.co/image/f5892fe0d5511efac5384da7e37d9ef4d613c139","mellow gold",58,845056,"https://open.spotify.com/artist/5q4AzEtCoYJyXjMMoEkSU5","https://i.scdn.co/image/50741f1de4da40778401dfe57a73bde9ab0659ce","art rock"
"3871","little river band","sammy hagar",56,997963,"https://open.spotify.com/artist/6clbbhnIqpHnqxwtOWcilg","https://i.scdn.co/image/ab676161000051748d20c06dc6316ee8d35b351e","art rock",54,808139,"https://open.spotify.com/artist/1hXjTjJzZTXDZ75AclOo6N","https://i.scdn.co/image/ab676161000051749dc3e6da940b26f4695adc3b","classic rock"
"3872","firefall","foghat",43,182121,"https://open.spotify.com/artist/1tfXh4XxILEuMU2qZupFn8","https://i.scdn.co/image/ab6761610000517430adcaa6c2679f09255fffa6","classic rock",53,745087,"https://open.spotify.com/artist/6x33CmZWo2Ve4hxYl2Craq","https://i.scdn.co/image/ab67616100005174c99812527711745e4e0bf29c","blues rock"
"3873","eddie money","april wine",57,747522,"https://open.spotify.com/artist/4Tw2N3wdvJPGEU7JqMxFfE","https://i.scdn.co/image/ab6761610000517459808090fb17e636132b0d2a","classic rock",52,330952,"https://open.spotify.com/artist/1JHzh1ETQTMoFb2CgncnTL","https://i.scdn.co/image/e71b772056ff648ffe2ce04e185a96f8c2a5ba56","classic canadian rock"
"3874","38 special","the georgia satellites",57,1034240,"https://open.spotify.com/artist/3zXw2Eh96iTT51pytzHdZi","https://i.scdn.co/image/30b95555f6ada5b6ad259d865e5bbf791534999b","classic rock",48,177860,"https://open.spotify.com/artist/2hnzQ6eCFkxUIPsVcsdj8A","https://i.scdn.co/image/ed4b0e93cf700e9eead769f8d2f76f16e8d173bf","blues rock"
"3875","bob welch","triumph",43,81612,"https://open.spotify.com/artist/0reZZVbAPxgX1Rqj6XbWj3","https://i.scdn.co/image/fc40d90d3245b5853b26f3ff1a1227c1d5f6f084","classic rock",45,406016,"https://open.spotify.com/artist/4YfnJEbTz8QLD5FusYFwV6","https://i.scdn.co/image/9e6f218ce63c5c23e7b7d887b6e07c37e9a39eee","canadian metal"
"3876","rick springfield","blackfoot",58,701338,"https://open.spotify.com/artist/6IFXsrXBpwbIqtOUOiAa3p","https://i.scdn.co/image/ab676161000051745cc5140fd4e3342f3a6d25ff","australian rock",44,307158,"https://open.spotify.com/artist/10rzK0sLCXsUlDhl8ed0MV","https://i.scdn.co/image/ab67616d00001e02b0cb99579af59e4a51f7887d","blues rock"
"3877","the j. geils band","the marshall tucker band",57,715986,"https://open.spotify.com/artist/69Mj3u4FTUrpyeGNSIaU6F","https://i.scdn.co/image/43d20bdb99de92558563c95a365c92ab8b1f81a6","art rock",56,844094,"https://open.spotify.com/artist/59QxeZBL6k9L4oJBGSyukd","https://i.scdn.co/image/ab6761610000517448bbd7b9258b38689f6dc919","blues rock"
"3878","glenn frey","gary wright",55,514143,"https://open.spotify.com/artist/3vMWY1bUrmYoSoEWLiQWOZ","https://i.scdn.co/image/ab676161000051741e869d920d97389beb490b43","album rock",43,126889,"https://open.spotify.com/artist/3z6Uf5IZkN4TogRpRpgD84","https://i.scdn.co/image/5b6cb225b8c44ca2bf4507b3c47ee04f4cf424e2","classic rock"
"3879","steve winwood","firefall",59,901157,"https://open.spotify.com/artist/5gxynDEKwNDgxGJmJjZyte","https://i.scdn.co/image/1bd7316c847371039652c7bf59335083af10d56e","art rock",43,182121,"https://open.spotify.com/artist/1tfXh4XxILEuMU2qZupFn8","https://i.scdn.co/image/ab6761610000517430adcaa6c2679f09255fffa6","classic rock"
"3880","bruce hornsby","little river band",54,336588,"https://open.spotify.com/artist/2iM28IgKg89v1o7BTQAVPo","https://i.scdn.co/image/ab67616100005174ede2122c4ca030de3a67f3ad","classic rock",56,997963,"https://open.spotify.com/artist/6clbbhnIqpHnqxwtOWcilg","https://i.scdn.co/image/ab676161000051748d20c06dc6316ee8d35b351e","art rock"
"3881","huey lewis & the news","atlanta rhythm section",62,1342993,"https://open.spotify.com/artist/7A9yZMTrFZcgEWAX2kBfK6","https://i.scdn.co/image/ab676161000051748dfb95eb4902b28206963614","classic rock",47,241890,"https://open.spotify.com/artist/0WgyCbru4tXnMsbTmX4mFw","https://i.scdn.co/image/ab67616100005174d8bf9437c1c695ca517c9710","art rock"
"3882","john mellencamp","ambrosia",64,1422380,"https://open.spotify.com/artist/3lPQ2Fk5JOwGWAF3ORFCqH","https://i.scdn.co/image/ab6761610000517439cf2e0c338c08d5b8350053","classic rock",51,323593,"https://open.spotify.com/artist/0J2Ej2rMQyqaUX3G6MUISw","https://i.scdn.co/image/1bc5d2c53780cd995ec55ec666c7241c932a2232","art rock"
"3883","jackson browne","the babys",60,1135076,"https://open.spotify.com/artist/5lkiCO9UQ8B23dZ1o0UV4m","https://i.scdn.co/image/ab6761610000517400b0bd0385952164fd4a5710","classic rock",42,93753,"https://open.spotify.com/artist/6z7wrwE2QW7Keb9ozoF0rg","https://i.scdn.co/image/87686b766a965ec3791573da03733e6bf11af5a2","art rock"
"3884","little river band","pablo cruise",56,997963,"https://open.spotify.com/artist/6clbbhnIqpHnqxwtOWcilg","https://i.scdn.co/image/ab676161000051748d20c06dc6316ee8d35b351e","art rock",43,135808,"https://open.spotify.com/artist/3Y5abCLsMxsOLaZ8rYusSR","https://i.scdn.co/image/ab676161000051743d0e456d08f20432c949ae32","classic rock"
"3885","38 special","bob welch",57,1034240,"https://open.spotify.com/artist/3zXw2Eh96iTT51pytzHdZi","https://i.scdn.co/image/30b95555f6ada5b6ad259d865e5bbf791534999b","classic rock",43,81612,"https://open.spotify.com/artist/0reZZVbAPxgX1Rqj6XbWj3","https://i.scdn.co/image/fc40d90d3245b5853b26f3ff1a1227c1d5f6f084","classic rock"
"3886","reo speedwagon","eddie money",63,2107390,"https://open.spotify.com/artist/55vs7NT1KxcFjbMC4y202E","https://i.scdn.co/image/ab67616100005174fc5a03aa1823cfbe08b8b2ed","classic rock",57,747522,"https://open.spotify.com/artist/4Tw2N3wdvJPGEU7JqMxFfE","https://i.scdn.co/image/ab6761610000517459808090fb17e636132b0d2a","classic rock"
"3887","mr. mister","orleans",54,468326,"https://open.spotify.com/artist/7Bah8E0kCETqEpAHI6CPzQ","https://i.scdn.co/image/92309a20e867ae475181debd2b3bf2e2ce8e8d2c","mellow gold",51,142237,"https://open.spotify.com/artist/1667U2YoucgG5Pdvm2M59c","https://i.scdn.co/image/ab6761610000517473623115b3d4b9f03184d118","bubblegum pop"
"3888","joe walsh","poco",55,1075607,"https://open.spotify.com/artist/5bDxAyJiTYBat1YnFJhvEK","https://i.scdn.co/image/eafdd5b0d74bebaa1fc64591e050039d6a9debec","blues rock",45,211014,"https://open.spotify.com/artist/0fyqyjD7pbaVzbu94ylWQR","https://i.scdn.co/image/8f808de6ce1199bf374db32a04283d79e5bb4673","classic rock"
"3889","loverboy","pure prairie league",54,753417,"https://open.spotify.com/artist/2CLVPk9FcywjClBcTvWPkT","https://i.scdn.co/image/ab6761610000517402a7fb52455eea92035311dc","classic canadian rock",47,212184,"https://open.spotify.com/artist/1MXwwmS2JpmsHZhdMeOL2s","https://i.scdn.co/image/8a7633fe877372b873e9a561d2d34c77de75d3c3","classic rock"
"3890","chicago","dave mason",67,3304730,"https://open.spotify.com/artist/3iDD7bnsjL9J4fO298r0L0","https://i.scdn.co/image/ab67616100005174552671b05c6308584f920795","album rock",43,154814,"https://open.spotify.com/artist/2DWQX92uew7DlsgN0yD775","https://i.scdn.co/image/12bb289439585710d9d3fec856d27bc76e6d2156","art rock"
"3891","firefall","paul davis",43,182121,"https://open.spotify.com/artist/1tfXh4XxILEuMU2qZupFn8","https://i.scdn.co/image/ab6761610000517430adcaa6c2679f09255fffa6","classic rock",44,117464,"https://open.spotify.com/artist/6EJmqnuK0r6qiAevFFiNNR","https://i.scdn.co/image/7fb9a7adf5fe2603da53a149407788ac8fd36b5d","bubblegum pop"
"3892","the doobie brothers","peter frampton",65,2086013,"https://open.spotify.com/artist/39T6qqI0jDtSWWioX8eGJz","https://i.scdn.co/image/ab6761610000517468a38c02f356fae44e7dd63b","blues rock",56,1073566,"https://open.spotify.com/artist/0543y7yrvny4KymoaneT4W","https://i.scdn.co/image/ab67616100005174df422233531e21eefeec9996","art rock"
"3893","glenn medeiros","corey hart",49,77562,"https://open.spotify.com/artist/0bByarMN8ryEFQsRo6iCUN","https://i.scdn.co/image/58019edc43247a97fb5c80e57673e0be3196b6ce",NA,50,243898,"https://open.spotify.com/artist/0smy8yDrRoI4CnhpOuthg0","https://i.scdn.co/image/ab67616100005174a57b441a0f3f911a3c39bbef","mellow gold"
"3894","wilson phillips","glenn frey",52,506233,"https://open.spotify.com/artist/1yMYjh77WgOVafRkI50mim","https://i.scdn.co/image/69439fffb615de39c6a24dd9aef4259003d7725b","mellow gold",55,514143,"https://open.spotify.com/artist/3vMWY1bUrmYoSoEWLiQWOZ","https://i.scdn.co/image/ab676161000051741e869d920d97389beb490b43","album rock"
"3895","michael bolton","huey lewis & the news",62,1704115,"https://open.spotify.com/artist/6YHEMoNPbcheiWS2haGzkn","https://i.scdn.co/image/ab67616100005174722dd304ca53138ba23ffc7b","soft rock",62,1342993,"https://open.spotify.com/artist/7A9yZMTrFZcgEWAX2kBfK6","https://i.scdn.co/image/ab676161000051748dfb95eb4902b28206963614","classic rock"
"3896","sheena easton","peter cetera",54,558169,"https://open.spotify.com/artist/5dcOK4stT4JDkP6Dqhbz5s","https://i.scdn.co/image/abf2b9f11006846cd589026a50e0a0f7b74322fc","mellow gold",59,786850,"https://open.spotify.com/artist/5xWPOujQqd4wXyB08slZ9Z","https://i.scdn.co/image/8d734393d132bf93acab534772bfd441aa3407f1","mellow gold"
"3897","stephen bishop","wang chung",52,213408,"https://open.spotify.com/artist/3JhRHqCi8HEzkJVWt19LtN","https://i.scdn.co/image/ab67616100005174ea31950c891f1fed632737fa","country rock",52,276537,"https://open.spotify.com/artist/6Zh3xrWlA0SA9Fsfj9AVwm","https://i.scdn.co/image/3cc6fe2f6ee10954302d1b24dacc140585fedbd8","mellow gold"
"3898","steve perry","kenny loggins",57,527267,"https://open.spotify.com/artist/5xQKoGD7Ql92fWd1uWwKkf","https://i.scdn.co/image/ab6761610000517474b5ad3c74225ab1c7b31665","mellow gold",67,904323,"https://open.spotify.com/artist/3Y3xIwWyq5wnNHPp5gPjOW","https://i.scdn.co/image/ab67616100005174e5ade0d346536449c7a75b48","mellow gold"
"3899","starship","kim carnes",63,851731,"https://open.spotify.com/artist/0kObWap02DEg9EAJ3PBxzf","https://i.scdn.co/image/485b9c07ffe6a1a34562c5dff6a231dae181a748","mellow gold",60,262460,"https://open.spotify.com/artist/5PN2aHIvLEM98XIorsPMhE","https://i.scdn.co/image/ab676161000051741ba0c0b42be17d19a8d67d15","new romantic"
"3900","mike + the mechanics","johnny hates jazz",57,578453,"https://open.spotify.com/artist/2yTUYhIf8fxptTIy3KLuJD","https://i.scdn.co/image/a6e2554ee5d46ddbfc3095ded51958cccfb0e766","art rock",50,180119,"https://open.spotify.com/artist/6zpPKMhpOoG646kJgZ7RKf","https://i.scdn.co/image/ab6761610000517404f617be75de19acb3b08df0","new romantic"
"3901","tiffany","sheena easton",54,339002,"https://open.spotify.com/artist/4C3uGP8vRDzxrhJxZiOjTe","https://i.scdn.co/image/ab676161000051747fff2f4c0b030478e1a9cdba","new wave pop",54,558169,"https://open.spotify.com/artist/5dcOK4stT4JDkP6Dqhbz5s","https://i.scdn.co/image/abf2b9f11006846cd589026a50e0a0f7b74322fc","mellow gold"
"3902","chicago","the outfield",67,3304730,"https://open.spotify.com/artist/3iDD7bnsjL9J4fO298r0L0","https://i.scdn.co/image/ab67616100005174552671b05c6308584f920795","album rock",63,508512,"https://open.spotify.com/artist/1zxDewzd2j1ZdSBGaYcr0y","https://i.scdn.co/image/236413fe5f7998434765548173bc79327a319606","mellow gold"
"3903","john waite","donnie iris",53,218060,"https://open.spotify.com/artist/2TPyCsRoh2tjeZLTQ2ojlj","https://i.scdn.co/image/da58bd9c8eb882cb2b29b05f4f99449808659164","mellow gold",39,31460,"https://open.spotify.com/artist/4kveDT8ylFciq1mdeYcIvw","https://i.scdn.co/image/94823ced14537956ccbef1488b764c4193a9a9af",NA
"3904","quarterflash","jefferson starship",43,99129,"https://open.spotify.com/artist/3VJakY5Yw5phAOF4Bada5v","https://i.scdn.co/image/f5892fe0d5511efac5384da7e37d9ef4d613c139","mellow gold",50,847022,"https://open.spotify.com/artist/3HC7NcxQx2Yk0fWoRKJ0xF","https://i.scdn.co/image/ab676161000051740a7ad2d086997db5d77d8e47","art rock"
"3905","donnie iris","gary wright",39,31460,"https://open.spotify.com/artist/4kveDT8ylFciq1mdeYcIvw","https://i.scdn.co/image/94823ced14537956ccbef1488b764c4193a9a9af",NA,43,126889,"https://open.spotify.com/artist/3z6Uf5IZkN4TogRpRpgD84","https://i.scdn.co/image/5b6cb225b8c44ca2bf4507b3c47ee04f4cf424e2","classic rock"
"3906","tommy shaw","michael stanley band",32,27029,"https://open.spotify.com/artist/6cMIEub9j2vbMGF3GOETWi","https://i.scdn.co/image/ab6772690000dd2283cdccd01af3592e0d68f6c3",NA,29,12863,"https://open.spotify.com/artist/68tUWDLwgRP7Ch2Gj8vQ1k","https://i.scdn.co/image/ab67616d00001e029433677f78b5514f4a92fcab","classic rock"
"3907","aldo nova","steve perry",37,158745,"https://open.spotify.com/artist/3jtTd1E9mBxYYU987s32Fm","https://i.scdn.co/image/f938b0cf5d11116d48beeabb6683d3beeff1f2f8","canadian metal",57,527267,"https://open.spotify.com/artist/5xQKoGD7Ql92fWd1uWwKkf","https://i.scdn.co/image/ab6761610000517474b5ad3c74225ab1c7b31665","mellow gold"
"3908","bad english","little river band",48,285557,"https://open.spotify.com/artist/5fhMbh4PVSLSODF2fhWwqt","https://i.scdn.co/image/0900e9f9569f452ceab5a3e8c5f01bd71f85f30e","glam metal",56,997963,"https://open.spotify.com/artist/6clbbhnIqpHnqxwtOWcilg","https://i.scdn.co/image/ab676161000051748d20c06dc6316ee8d35b351e","art rock"
"3909","henry lee summer","red rider",26,4747,"https://open.spotify.com/artist/7wtiiuXdnWtATBrAxU9fnQ","https://i.scdn.co/image/6c9f5ae4c01e64df2990ffbdfbdd552d3141c878",NA,43,78257,"https://open.spotify.com/artist/4EGlaDAVZTNNknDdKHrHRp","https://i.scdn.co/image/119631d62c1c428a67af71aac0244d7a31419c86","classic canadian rock"
"3910","night ranger","firefall",51,612865,"https://open.spotify.com/artist/1Ha0Fz4i0d4gu5fZbhBCtH","https://i.scdn.co/image/ab676161000051749e8c55f799964f5194cc5999","classic rock",43,182121,"https://open.spotify.com/artist/1tfXh4XxILEuMU2qZupFn8","https://i.scdn.co/image/ab6761610000517430adcaa6c2679f09255fffa6","classic rock"
"3911","russ ballard","38 special",35,12632,"https://open.spotify.com/artist/1TOvAjOdz0YBx2wVRlBvFA","https://i.scdn.co/image/ab676161000051744421297ddd1cb37eab16f422",NA,57,1034240,"https://open.spotify.com/artist/3zXw2Eh96iTT51pytzHdZi","https://i.scdn.co/image/30b95555f6ada5b6ad259d865e5bbf791534999b","classic rock"
"3912","glass tiger","jackson browne",44,125310,"https://open.spotify.com/artist/53RaPTbZOx2mBoZD6LLWIv","https://i.scdn.co/image/ab67616100005174e9ce4b69d5919d5997715aa5","classic canadian rock",60,1135076,"https://open.spotify.com/artist/5lkiCO9UQ8B23dZ1o0UV4m","https://i.scdn.co/image/ab6761610000517400b0bd0385952164fd4a5710","classic rock"
"3913","starship","reo speedwagon",63,851731,"https://open.spotify.com/artist/0kObWap02DEg9EAJ3PBxzf","https://i.scdn.co/image/485b9c07ffe6a1a34562c5dff6a231dae181a748","mellow gold",63,2107390,"https://open.spotify.com/artist/55vs7NT1KxcFjbMC4y202E","https://i.scdn.co/image/ab67616100005174fc5a03aa1823cfbe08b8b2ed","classic rock"
"3914","patty smyth","mr. mister",48,52736,"https://open.spotify.com/artist/2dgfCEMSVETFp29mRpiFpz","https://i.scdn.co/image/ab67616100005174ae32e4c9130baf3477fa297f",NA,54,468326,"https://open.spotify.com/artist/7Bah8E0kCETqEpAHI6CPzQ","https://i.scdn.co/image/92309a20e867ae475181debd2b3bf2e2ce8e8d2c","mellow gold"
"3915","richard marx","joe walsh",64,1086870,"https://open.spotify.com/artist/0grdhNhiRLFBaFVyybqsj6","https://i.scdn.co/image/ab6772690000dd225a23fa4fa56b6bb1483733d2","mellow gold",55,1075607,"https://open.spotify.com/artist/5bDxAyJiTYBat1YnFJhvEK","https://i.scdn.co/image/eafdd5b0d74bebaa1fc64591e050039d6a9debec","blues rock"
"3916","bad english","steve perry",48,285557,"https://open.spotify.com/artist/5fhMbh4PVSLSODF2fhWwqt","https://i.scdn.co/image/0900e9f9569f452ceab5a3e8c5f01bd71f85f30e","glam metal",57,527267,"https://open.spotify.com/artist/5xQKoGD7Ql92fWd1uWwKkf","https://i.scdn.co/image/ab6761610000517474b5ad3c74225ab1c7b31665","mellow gold"
"3917","night ranger","chicago",51,612865,"https://open.spotify.com/artist/1Ha0Fz4i0d4gu5fZbhBCtH","https://i.scdn.co/image/ab676161000051749e8c55f799964f5194cc5999","classic rock",67,3304730,"https://open.spotify.com/artist/3iDD7bnsjL9J4fO298r0L0","https://i.scdn.co/image/ab67616100005174552671b05c6308584f920795","album rock"
"3918","jude cole","firefall",29,6414,"https://open.spotify.com/artist/6MxIoQ7GT947XGYca2irUU","https://i.scdn.co/image/ab676161000051742dc0d37fdb5878bb745fc29d",NA,43,182121,"https://open.spotify.com/artist/1tfXh4XxILEuMU2qZupFn8","https://i.scdn.co/image/ab6761610000517430adcaa6c2679f09255fffa6","classic rock"
"3919","john waite","richard marx",53,218060,"https://open.spotify.com/artist/2TPyCsRoh2tjeZLTQ2ojlj","https://i.scdn.co/image/da58bd9c8eb882cb2b29b05f4f99449808659164","mellow gold",64,1086870,"https://open.spotify.com/artist/0grdhNhiRLFBaFVyybqsj6","https://i.scdn.co/image/ab6772690000dd225a23fa4fa56b6bb1483733d2","mellow gold"
"3920","steve perry","dan hill",57,527267,"https://open.spotify.com/artist/5xQKoGD7Ql92fWd1uWwKkf","https://i.scdn.co/image/ab6761610000517474b5ad3c74225ab1c7b31665","mellow gold",51,265071,"https://open.spotify.com/artist/5rOhfAsK4uxq9OdREiQRKa","https://i.scdn.co/image/ab67616100005174b7dc19b081327811eaf254b1","mellow gold"
